auc_roc,classification_report
0.9782400615001206,"{'0': {'precision': 0.9997534125935711, 'recall': 0.9981886606640406, 'f1-score': 0.9989704238861659, 'support': 56864.0}, '1': {'precision': 0.44919786096256686, 'recall': 0.8571428571428571, 'f1-score': 0.5894736842105263, 'support': 98.0}, 'accuracy': 0.9979459990871107, 'macro avg': {'precision': 0.7244756367780689, 'recall': 0.9276657589034488, 'f1-score': 0.794222054048346, 'support': 56962.0}, 'weighted avg': {'precision': 0.9988062119324315, 'recall': 0.9979459990871107, 'f1-score': 0.9982659071822544, 'support': 56962.0}}"
